"Invoice","item"
4237,"whole milk"
4238,"waffles"
4239,"rolls/buns"
4240,"tropical fruit"
4242,"yogurt"
4243,"soda"
4245,"root vegetables"
4246,"rolls/buns"
4247,"root vegetables"
4248,"margarine"
4249,"kitchen towels"
4250,"tropical fruit"
4251,"root vegetables"
4252,"long life bakery product"
4255,"canned fruit"
4258,"waffles"
4259,"brown bread"
4261,"sausage"
4262,"chocolate"
4263,"frozen dessert"
4265,"pork"
4266,"rolls/buns"
4267,"sausage"
4268,"curd"
4269,"pastry"
4271,"beverages"
4272,"condensed milk"
4273,"sugar"
4275,"rolls/buns"
4276,"beef"
4277,"whole milk"
4278,"domestic eggs"
4279,"rolls/buns"
4283,"long life bakery product"
4284,"UHT-milk"
4285,"bottled beer"
4286,"tropical fruit"
4287,"domestic eggs"
4289,"pork"
4290,"yogurt"
4291,"rolls/buns"
4292,"kitchen towels"
4293,"rolls/buns"
4294,"root vegetables"
4296,"pastry"
4297,"specialty chocolate"
4298,"nuts/prunes"
4299,"newspapers"
4300,"whole milk"
4301,"shopping bags"
4302,"white bread"
4304,"tropical fruit"
4305,"frozen vegetables"
4306,"candy"
4307,"sugar"
4310,"soda"
4311,"cookware"
4312,"shopping bags"
4314,"butter"
4315,"bottled beer"
4318,"sliced cheese"
4321,"sweet spreads"
4324,"specialty cheese"
4325,"whole milk"
4326,"dog food"
4327,"chewing gum"
4328,"tropical fruit"
4329,"butter"
4330,"bottled water"
4331,"hygiene articles"
4332,"pip fruit"
4333,"yogurt"
4334,"pastry"
4335,"meat"
4336,"soft cheese"
4338,"hard cheese"
4339,"misc. beverages"
4340,"shopping bags"
4341,"root vegetables"
4343,"soda"
4348,"onions"
4349,"male cosmetics"
4350,"onions"
4351,"liquor (appetizer)"
4352,"newspapers"
4353,"soda"
4354,"ham"
4357,"newspapers"
4358,"waffles"
4359,"meat"
4360,"sliced cheese"
4361,"dental care"
4362,"soda"
4363,"chocolate"
4368,"soda"
4370,"bottled water"
4373,"whole milk"
4376,"fruit/vegetable juice"
4377,"potted plants"
4378,"whipped/sour cream"
4380,"napkins"
4381,"seasonal products"
4385,"brown bread"
4386,"bottled water"
4387,"newspapers"
4388,"root vegetables"
4389,"waffles"
4391,"soft cheese"
4394,"rolls/buns"
4395,"canned fish"
4396,"finished products"
4397,"salty snack"
4399,"tropical fruit"
4400,"misc. beverages"
4401,"bottled beer"
4402,"newspapers"
4403,"whole milk"
4404,"specialty bar"
4405,"bottled beer"
4406,"whole milk"
4408,"beef"
4409,"candy"
4410,"napkins"
4411,"tropical fruit"
4413,"rolls/buns"
4414,"detergent"
4415,"brown bread"
4417,"white bread"
4418,"zwieback"
4420,"root vegetables"
4421,"margarine"
4423,"whole milk"
4424,"brown bread"
4426,"yogurt"
4429,"domestic eggs"
4433,"citrus fruit"
4434,"ice cream"
4435,"canned fish"
4436,"newspapers"
4437,"liquor"
4438,"candy"
4440,"root vegetables"
4442,"soda"
4443,"citrus fruit"
4444,"yogurt"
4445,"rolls/buns"
4446,"sliced cheese"
4449,"photo/film"
4450,"dessert"
4451,"soda"
4453,"bottled beer"
4454,"yogurt"
4455,"frozen vegetables"
4457,"frozen meals"
4458,"frozen meals"
4459,"instant coffee"
4461,"canned fruit"
4462,"frozen potato products"
4463,"female sanitary products"
4465,"root vegetables"
4466,"sliced cheese"
4467,"rolls/buns"
4468,"fruit/vegetable juice"
4469,"pastry"
4471,"cereals"
4472,"soda"
4473,"whole milk"
4474,"napkins"
4476,"specialty bar"
4477,"tropical fruit"
4480,"frozen potato products"
4483,"canned beer"
4486,"curd"
4487,"canned beer"
4488,"beef"
4489,"specialty cheese"
4490,"whole milk"
4492,"salt"
4493,"bottled beer"
4494,"root vegetables"
4495,"whole milk"
4496,"pip fruit"
4497,"misc. beverages"
4498,"coffee"
4500,"shopping bags"
4501,"whole milk"
4502,"onions"
4503,"yogurt"
4504,"onions"
4505,"pickled vegetables"
4512,"whole milk"
4515,"salty snack"
4517,"misc. beverages"
4520,"rolls/buns"
4522,"hamburger meat"
4523,"yogurt"
4524,"fruit/vegetable juice"
4525,"house keeping products"
4526,"bottled beer"
4528,"beverages"
4530,"hard cheese"
4531,"misc. beverages"
4535,"pork"
4536,"frozen vegetables"
4538,"turkey"
4540,"whipped/sour cream"
4541,"frozen dessert"
4542,"rice"
4543,"baking powder"
4544,"rum"
4547,"pastry"
4548,"rolls/buns"
4549,"hygiene articles"
4550,"margarine"
4552,"pork"
4554,"salty snack"
4555,"UHT-milk"
4556,"yogurt"
4558,"pork"
4559,"whole milk"
4560,"whipped/sour cream"
4561,"rolls/buns"
4562,"meat spreads"
4563,"decalcifier"
4566,"whole milk"
4567,"salty snack"
4568,"ice cream"
4569,"whole milk"
4570,"light bulbs"
4571,"pork"
4572,"whole milk"
4573,"rolls/buns"
4574,"root vegetables"
4575,"white wine"
4577,"tropical fruit"
4578,"dessert"
4579,"tea"
4582,"soda"
4584,"hard cheese"
4585,"long life bakery product"
4586,"whole milk"
4587,"cereals"
4588,"whole milk"
4589,"newspapers"
4590,"frozen vegetables"
4591,"whole milk"
4593,"bottled water"
4594,"dessert"
4595,"pip fruit"
4596,"cream cheese"
4597,"meat spreads"
4598,"bottled beer"
4600,"frozen meals"
4601,"fruit/vegetable juice"
4603,"salty snack"
4605,"rolls/buns"
4607,"hamburger meat"
4609,"whipped/sour cream"
4610,"frozen potato products"
4611,"oil"
4612,"coffee"
4613,"long life bakery product"
4615,"meat"
4617,"beef"
4619,"female sanitary products"
4621,"skin care"
4624,"light bulbs"
4626,"baking powder"
4629,"citrus fruit"
4630,"rolls/buns"
4631,"chocolate"
4632,"tropical fruit"
4634,"tropical fruit"
4635,"whipped/sour cream"
4636,"long life bakery product"
4637,"tropical fruit"
4638,"soda"
4639,"soda"
4640,"root vegetables"
4641,"cake bar"
4643,"cake bar"
4645,"root vegetables"
4646,"curd"
4647,"waffles"
4648,"hamburger meat"
4650,"beef"
4651,"margarine"
4652,"root vegetables"
4653,"napkins"
4654,"meat"
4655,"pickled vegetables"
4657,"chewing gum"
4658,"root vegetables"
4660,"tropical fruit"
4661,"yogurt"
4662,"dog food"
4663,"white wine"
4664,"butter milk"
4665,"fruit/vegetable juice"
4666,"beef"
4667,"whipped/sour cream"
4668,"margarine"
4669,"bottled water"
4670,"salty snack"
4672,"tropical fruit"
4674,"white bread"
4675,"root vegetables"
4676,"soft cheese"
4677,"margarine"
4679,"cream cheese"
4680,"fruit/vegetable juice"
4686,"yogurt"
4687,"pastry"
4688,"onions"
4690,"whole milk"
4696,"whole milk"
4697,"pip fruit"
4698,"brown bread"
4699,"coffee"
4701,"curd"
4702,"candy"
4704,"soda"
4705,"dessert"
4706,"cling film/bags"
4707,"curd"
4708,"bottled water"
4711,"frozen vegetables"
4712,"root vegetables"
4713,"whipped/sour cream"
4714,"white bread"
4715,"waffles"
4719,"ham"
4720,"misc. beverages"
4721,"frozen meals"
4724,"grapes"
4725,"brown bread"
4726,"bottled beer"
4729,"beef"
4730,"root vegetables"
4731,"oil"
4732,"newspapers"
4733,"pip fruit"
4734,"brown bread"
4735,"chocolate"
4736,"whole milk"
4737,"sugar"
4738,"pork"
4739,"tropical fruit"
4740,"yogurt"
4741,"hard cheese"
4742,"misc. beverages"
4744,"sugar"
4747,"tropical fruit"
4748,"frozen fish"
4749,"dental care"
4750,"rolls/buns"
4751,"curd"
4752,"coffee"
4755,"margarine"
4756,"specialty bar"
4757,"beef"
4759,"frozen meals"
4761,"potted plants"
4762,"roll products"
4763,"root vegetables"
4764,"UHT-milk"
4765,"rolls/buns"
4766,"red/blush wine"
4767,"sausage"
4768,"pickled vegetables"
4769,"long life bakery product"
4770,"tropical fruit"
4771,"baking powder"
4772,"curd cheese"
4773,"whipped/sour cream"
4774,"bottled water"
4775,"brandy"
4776,"whole milk"
4777,"soda"
4778,"pork"
4779,"curd"
4780,"specialty chocolate"
4781,"yogurt"
4782,"root vegetables"
4783,"cream cheese"
4784,"soups"
4785,"fruit/vegetable juice"
4786,"whole milk"
4787,"canned beer"
4788,"newspapers"
4790,"soft cheese"
4791,"butter"
4792,"pickled vegetables"
4793,"citrus fruit"
4794,"frozen vegetables"
4797,"cat food"
4798,"sparkling wine"
4800,"cat food"
4801,"processed cheese"
4802,"cat food"
4803,"pork"
4804,"whole milk"
4805,"frozen dessert"
4807,"processed cheese"
4810,"fruit/vegetable juice"
4812,"fish"
4813,"specialty chocolate"
4814,"domestic eggs"
4815,"pip fruit"
4816,"whipped/sour cream"
4817,"waffles"
4818,"canned beer"
4819,"semi-finished bread"
4820,"sausage"
4821,"white bread"
4824,"cream cheese"
4825,"hygiene articles"
4826,"soft cheese"
4830,"bottled beer"
4831,"specialty bar"
4834,"yogurt"
4835,"long life bakery product"
4836,"specialty chocolate"
4838,"soda"
4841,"cream cheese"
4842,"specialty chocolate"
4844,"soda"
4845,"chicken"
4846,"cream cheese"
4848,"bottled beer"
4849,"pip fruit"
4850,"pip fruit"
4851,"pip fruit"
4852,"UHT-milk"
4853,"sugar"
4854,"long life bakery product"
4855,"soda"
4856,"specialty bar"
4857,"bottled water"
4859,"UHT-milk"
4861,"citrus fruit"
4862,"dessert"
4863,"fruit/vegetable juice"
4864,"hard cheese"
4865,"misc. beverages"
4870,"herbs"
4872,"domestic eggs"
4875,"ham"
4876,"mayonnaise"
4878,"chocolate"
4879,"ketchup"
4880,"white bread"
4881,"chewing gum"
4882,"pip fruit"
4883,"bottled beer"
4885,"chocolate"
4886,"dessert"
4887,"root vegetables"
4888,"pasta"
4889,"red/blush wine"
4892,"cling film/bags"
4893,"tropical fruit"
4894,"mustard"
4895,"dessert"
4896,"fruit/vegetable juice"
4897,"citrus fruit"
4898,"fruit/vegetable juice"
4900,"butter"
4901,"salty snack"
4902,"rolls/buns"
4905,"rolls/buns"
4906,"root vegetables"
4907,"soda"
4908,"meat"
4909,"butter"
4910,"white bread"
4911,"meat"
4913,"brown bread"
4916,"newspapers"
4919,"specialty bar"
4920,"bottled water"
4921,"hamburger meat"
4922,"whole milk"
4923,"rolls/buns"
4924,"condensed milk"
4926,"whole milk"
4927,"root vegetables"
4930,"whole milk"
4931,"domestic eggs"
4934,"newspapers"
4935,"canned beer"
4936,"citrus fruit"
4938,"brown bread"
4939,"whole milk"
4940,"bottled water"
4941,"tropical fruit"
4942,"chocolate"
4943,"frozen vegetables"
4945,"frozen fish"
4946,"domestic eggs"
4947,"UHT-milk"
4948,"bottled water"
4949,"liver loaf"
4950,"beverages"
4951,"brown bread"
4952,"soda"
4954,"pip fruit"
4955,"curd"
4956,"oil"
4957,"bottled beer"
4958,"packaged fruit/vegetables"
4959,"newspapers"
4960,"beef"
4961,"cat food"
4963,"root vegetables"
4964,"napkins"
4965,"chicken"
4966,"whole milk"
4967,"seasonal products"
4969,"UHT-milk"
4970,"beef"
4971,"pet care"
4972,"rolls/buns"
4975,"ham"
4976,"frozen meals"
4977,"chocolate"
4978,"sausage"
4979,"margarine"
4981,"whole milk"
4982,"margarine"
4984,"pork"
4985,"pastry"
4986,"syrup"
4987,"whole milk"
4988,"canned beer"
4989,"chicken"
4990,"whole milk"
4991,"salad dressing"
4992,"rice"
4993,"pastry"
4994,"citrus fruit"
4995,"pastry"
4998,"margarine"
4999,"salty snack"
5000,"whipped/sour cream"
5001,"chocolate"
5002,"berries"
5003,"UHT-milk"
5006,"soda"
5008,"margarine"
5009,"soft cheese"
5010,"tropical fruit"
5011,"whipped/sour cream"
5012,"cat food"
5013,"salty snack"
5014,"root vegetables"
5018,"cream cheese"
5019,"long life bakery product"
5021,"newspapers"
5023,"dish cleaner"
5024,"curd"
5029,"bottled water"
5030,"berries"
5031,"domestic eggs"
5033,"hamburger meat"
5034,"whole milk"
5035,"frozen vegetables"
5036,"popcorn"
5037,"whole milk"
5038,"baking powder"
5039,"meat"
5040,"nut snack"
5041,"canned fish"
5042,"candles"
5043,"sausage"
5044,"frozen meals"
5046,"butter milk"
5047,"napkins"
5051,"rolls/buns"
5053,"onions"
5054,"whipped/sour cream"
5055,"bottled beer"
5056,"root vegetables"
5059,"beverages"
5062,"whole milk"
5063,"berries"
5064,"whipped/sour cream"
5065,"soda"
5067,"whole milk"
5068,"fruit/vegetable juice"
5070,"flour"
5071,"hamburger meat"
5072,"soda"
5073,"pastry"
5074,"canned beer"
5077,"napkins"
5078,"bottled water"
5083,"specialty bar"
5084,"butter"
5085,"rolls/buns"
5086,"yogurt"
5087,"root vegetables"
5088,"coffee"
5090,"soda"
5092,"soda"
5093,"onions"
5094,"soft cheese"
5095,"cocoa drinks"
5097,"rice"
5098,"red/blush wine"
5099,"ham"
5100,"cream cheese"
5102,"instant coffee"
5104,"specialty bar"
5105,"bottled water"
5106,"dessert"
5107,"napkins"
5108,"root vegetables"
5109,"margarine"
5111,"soft cheese"
5112,"baking powder"
5114,"meat"
5115,"dessert"
5116,"rolls/buns"
5117,"fruit/vegetable juice"
5118,"potted plants"
5119,"whipped/sour cream"
5120,"soda"
5123,"frozen potato products"
5124,"shopping bags"
5128,"frozen potato products"
5129,"bottled water"
5130,"shopping bags"
5131,"citrus fruit"
5132,"specialty chocolate"
5133,"UHT-milk"
5135,"canned beer"
5138,"margarine"
5140,"chocolate"
5141,"pastry"
5143,"berries"
5145,"turkey"
5147,"soda"
5148,"syrup"
5149,"whole milk"
5150,"coffee"
5152,"pip fruit"
5153,"margarine"
5156,"pet care"
5159,"whole milk"
5160,"chocolate"
5162,"pastry"
5165,"grapes"
5166,"domestic eggs"
5167,"salty snack"
5168,"misc. beverages"
5169,"root vegetables"
5170,"domestic eggs"
5171,"whipped/sour cream"
5173,"root vegetables"
5174,"sugar"
5175,"bottled beer"
5180,"citrus fruit"
5181,"rolls/buns"
5182,"detergent"
5185,"pip fruit"
5186,"salty snack"
5187,"pip fruit"
5188,"pastry"
5190,"root vegetables"
5194,"tropical fruit"
5195,"margarine"
5196,"chocolate"
5198,"specialty bar"
5199,"bottled water"
5202,"rolls/buns"
5204,"tropical fruit"
5205,"whipped/sour cream"
5207,"potted plants"
5208,"pickled vegetables"
5210,"specialty bar"
5212,"finished products"
5214,"brown bread"
5217,"rolls/buns"
5219,"misc. beverages"
5222,"salty snack"
5223,"whole milk"
5224,"sugar"
5225,"napkins"
5226,"meat"
5227,"whipped/sour cream"
5228,"fruit/vegetable juice"
5230,"pork"
5231,"bottled beer"
5232,"fruit/vegetable juice"
5233,"sausage"
5235,"canned beer"
5239,"root vegetables"
5240,"instant coffee"
5241,"fruit/vegetable juice"
5242,"sweet spreads"
5243,"packaged fruit/vegetables"
5244,"chocolate marshmallow"
5245,"root vegetables"
5246,"ready soups"
5248,"misc. beverages"
5250,"white bread"
5251,"bottled beer"
5252,"UHT-milk"
5253,"shopping bags"
5254,"liquor"
5256,"soda"
5257,"tropical fruit"
5258,"chocolate marshmallow"
5260,"white wine"
5261,"bottled water"
5263,"frozen vegetables"
5264,"cling film/bags"
5265,"beef"
5266,"domestic eggs"
5267,"baking powder"
5269,"yogurt"
5271,"salty snack"
5272,"hamburger meat"
5273,"white bread"
5274,"specialty bar"
5275,"pastry"
5276,"pip fruit"
5277,"frozen meals"
5278,"chewing gum"
5279,"bottled beer"
5281,"fruit/vegetable juice"
5282,"misc. beverages"
5283,"yogurt"
5284,"roll products"
5285,"canned beer"
5286,"softener"
5287,"root vegetables"
5288,"soda"
5290,"coffee"
5291,"pork"
5292,"specialty bar"
5293,"chocolate"
5294,"ketchup"
5295,"potted plants"
5296,"whipped/sour cream"
5297,"candy"
5298,"soda"
5299,"chicken"
5301,"rolls/buns"
5302,"soda"
5303,"yogurt"
5304,"berries"
5305,"frozen vegetables"
5307,"fruit/vegetable juice"
5308,"ice cream"
5310,"root vegetables"
5311,"hard cheese"
5312,"pickled vegetables"
5313,"nut snack"
5317,"bottled beer"
5318,"pickled vegetables"
5320,"tropical fruit"
5321,"fruit/vegetable juice"
5322,"hamburger meat"
5323,"bottled water"
5324,"whole milk"
5325,"cleaner"
5327,"fruit/vegetable juice"
5329,"pastry"
5330,"root vegetables"
5331,"tropical fruit"
5332,"rolls/buns"
5333,"jam"
5334,"rolls/buns"
5336,"shopping bags"
5337,"citrus fruit"
5338,"dessert"
5339,"kitchen towels"
5340,"oil"
5341,"canned beer"
5345,"brown bread"
5346,"whole milk"
5348,"rolls/buns"
5349,"canned beer"
5351,"specialty chocolate"
5353,"whipped/sour cream"
5354,"waffles"
5355,"shopping bags"
5356,"canned beer"
5357,"rolls/buns"
5360,"whole milk"
5361,"house keeping products"
5362,"specialty chocolate"
5363,"whole milk"
5364,"shopping bags"
5365,"brown bread"
5366,"mayonnaise"
5368,"fruit/vegetable juice"
5369,"specialty chocolate"
5370,"chicken"
5371,"whipped/sour cream"
5372,"whole milk"
5373,"dish cleaner"
5375,"chocolate"
5376,"frozen meals"
5377,"soda"
5378,"long life bakery product"
5379,"pork"
5380,"soda"
5381,"cream cheese"
5385,"soda"
5388,"whole milk"
5389,"margarine"
5390,"bottled beer"
5391,"berries"
5392,"cooking chocolate"
5395,"waffles"
5397,"newspapers"
5398,"photo/film"
5400,"whipped/sour cream"
5401,"baking powder"
5404,"brown bread"
5405,"whole milk"
5406,"domestic eggs"
5407,"fruit/vegetable juice"
5408,"chocolate"
5409,"cake bar"
5410,"whole milk"
5411,"pasta"
5413,"whole milk"
5415,"tropical fruit"
5420,"brandy"
5422,"tropical fruit"
5423,"whipped/sour cream"
5424,"whole milk"
5425,"dishes"
5426,"soda"
5427,"soda"
5429,"berries"
5431,"brown bread"
5433,"shopping bags"
5434,"rice"
5435,"butter milk"
5436,"yogurt"
5437,"long life bakery product"
5438,"sugar"
5439,"frozen meals"
5440,"chocolate"
5441,"fruit/vegetable juice"
5442,"root vegetables"
5443,"frozen meals"
5444,"flour"
5445,"chewing gum"
5446,"whole milk"
5447,"detergent"
5448,"tropical fruit"
5450,"UHT-milk"
5451,"coffee"
5453,"nuts/prunes"
5454,"rolls/buns"
5457,"newspapers"
5458,"margarine"
5460,"berries"
5461,"hard cheese"
5462,"white bread"
5463,"soda"
5465,"turkey"
5466,"whole milk"
5467,"soft cheese"
5468,"chocolate marshmallow"
5469,"chocolate"
5470,"citrus fruit"
5471,"pickled vegetables"
5472,"dog food"
5474,"shopping bags"
5475,"packaged fruit/vegetables"
5476,"pastry"
5477,"beef"
5478,"chewing gum"
5479,"nuts/prunes"
5480,"rolls/buns"
5481,"cat food"
5482,"hygiene articles"
5483,"pip fruit"
5484,"dish cleaner"
5485,"hamburger meat"
5486,"brown bread"
5487,"chocolate"
5488,"white wine"
5493,"meat spreads"
5494,"whole milk"
5495,"UHT-milk"
5496,"soda"
5497,"margarine"
5499,"dishes"
5500,"specialty chocolate"
5502,"candy"
5504,"soft cheese"
5506,"berries"
5507,"coffee"
5508,"fruit/vegetable juice"
5509,"whole milk"
5510,"whipped/sour cream"
5513,"bottled water"
5515,"canned beer"
5516,"white bread"
5517,"dessert"
5519,"butter milk"
5521,"whole milk"
5525,"whole milk"
5526,"rolls/buns"
5527,"frozen vegetables"
5528,"root vegetables"
5529,"grapes"
5530,"soda"
5531,"shopping bags"
5532,"tropical fruit"
5533,"canned beer"
5535,"whole milk"
5536,"shopping bags"
5537,"brown bread"
5540,"liquor"
5542,"pip fruit"
5543,"dessert"
5544,"curd"
5545,"newspapers"
5546,"chicken"
5547,"tropical fruit"
5548,"domestic eggs"
5549,"chocolate"
5551,"herbs"
5552,"roll products"
5553,"rolls/buns"
5554,"whole milk"
5555,"candy"
5556,"yogurt"
5557,"seasonal products"
5558,"pastry"
5560,"zwieback"
5561,"canned beer"
5564,"ice cream"
5565,"artif. sweetener"
5567,"ice cream"
5568,"tropical fruit"
5569,"butter"
5570,"bottled water"
5571,"UHT-milk"
5574,"canned beer"
5578,"grapes"
5579,"salty snack"
5581,"canned beer"
5582,"ice cream"
5583,"root vegetables"
5584,"brown bread"
5586,"pip fruit"
5587,"coffee"
5590,"turkey"
5591,"frozen meals"
5592,"cat food"
5593,"specialty chocolate"
5594,"tropical fruit"
5595,"pastry"
5598,"butter"
5599,"spices"
5600,"butter"
5601,"hygiene articles"
5603,"whole milk"
5604,"white bread"
5605,"specialty chocolate"
5606,"sausage"
5608,"white wine"
5610,"beverages"
5611,"whole milk"
5612,"dessert"
5613,"canned vegetables"
5614,"tropical fruit"
5615,"napkins"
5617,"margarine"
5618,"oil"
5619,"candy"
5624,"yogurt"
5625,"bottled beer"
5626,"pip fruit"
5627,"flour"
5628,"rolls/buns"
5629,"specialty chocolate"
5631,"whole milk"
5632,"rolls/buns"
5635,"sausage"
5636,"soda"
5638,"cream cheese"
5639,"soda"
5642,"sausage"
5643,"yogurt"
5644,"bottled water"
5645,"bottled beer"
5646,"yogurt"
5647,"frozen vegetables"
5648,"soda"
5650,"yogurt"
5652,"curd"
5655,"prosecco"
5656,"frozen vegetables"
5658,"whole milk"
5660,"bottled water"
5662,"bottled water"
5663,"napkins"
5665,"fruit/vegetable juice"
5666,"rolls/buns"
5667,"yogurt"
5668,"chocolate marshmallow"
5671,"pip fruit"
5672,"cream cheese"
5674,"tropical fruit"
5675,"root vegetables"
5677,"soft cheese"
5679,"canned beer"
5680,"liquor"
5685,"soda"
5688,"pork"
5689,"cream cheese"
5690,"soda"
5691,"artif. sweetener"
5692,"soda"
5693,"canned beer"
5695,"rolls/buns"
5696,"rolls/buns"
5698,"brown bread"
5700,"whole milk"
5701,"coffee"
5702,"chocolate"
5703,"dishes"
5704,"soda"
5706,"chicken"
5707,"root vegetables"
5708,"whipped/sour cream"
5709,"rolls/buns"
5710,"fruit/vegetable juice"
5711,"chicken"
5712,"UHT-milk"
5713,"pip fruit"
5714,"domestic eggs"
5715,"root vegetables"
5717,"citrus fruit"
5718,"root vegetables"
5719,"frozen meals"
5721,"brown bread"
5722,"grapes"
5723,"frozen dessert"
5724,"sugar"
5726,"rolls/buns"
5729,"root vegetables"
5730,"chewing gum"
5731,"dishes"
5732,"sliced cheese"
5733,"soft cheese"
5734,"rolls/buns"
5736,"hamburger meat"
5737,"canned vegetables"
5738,"whipped/sour cream"
5740,"grapes"
5741,"pastry"
5744,"citrus fruit"
5745,"rolls/buns"
5746,"potted plants"
5747,"rolls/buns"
5748,"tropical fruit"
5749,"pastry"
5750,"pip fruit"
5751,"fruit/vegetable juice"
5753,"whole milk"
5754,"soft cheese"
5755,"whole milk"
5756,"newspapers"
5757,"citrus fruit"
5758,"roll products"
5760,"frozen fish"
5761,"liquor"
5762,"misc. beverages"
5764,"misc. beverages"
5765,"dessert"
5766,"shopping bags"
5767,"tropical fruit"
5768,"fruit/vegetable juice"
5769,"frozen vegetables"
5770,"chocolate"
5771,"UHT-milk"
5773,"whole milk"
5774,"shopping bags"
5776,"onions"
5777,"tea"
5778,"rolls/buns"
5780,"rolls/buns"
5781,"chocolate marshmallow"
5783,"fruit/vegetable juice"
5784,"long life bakery product"
5785,"oil"
5786,"whole milk"
5787,"cream cheese"
5788,"root vegetables"
5789,"berries"
5790,"pastry"
5791,"hygiene articles"
5793,"root vegetables"
5795,"bottled beer"
5798,"salty snack"
5800,"pastry"
5801,"beef"
5803,"frozen fish"
5804,"tropical fruit"
5805,"shopping bags"
5807,"tropical fruit"
5808,"white bread"
5809,"shopping bags"
5810,"rolls/buns"
5815,"whole milk"
5816,"citrus fruit"
5817,"newspapers"
5818,"tropical fruit"
5819,"rolls/buns"
5821,"root vegetables"
5822,"salty snack"
5823,"hamburger meat"
5824,"pastry"
5826,"tropical fruit"
5827,"soda"
5830,"butter"
5833,"newspapers"
5834,"frozen dessert"
5836,"bottled water"
5837,"rolls/buns"
5838,"chewing gum"
5840,"hamburger meat"
5841,"yogurt"
5844,"soda"
5845,"white bread"
5847,"whole milk"
5848,"long life bakery product"
5849,"brown bread"
5851,"curd"
5852,"mustard"
5854,"beverages"
5855,"pastry"
5856,"beverages"
5857,"whole milk"
5858,"root vegetables"
5859,"bottled beer"
5861,"rolls/buns"
5863,"fruit/vegetable juice"
5864,"liquor"
5866,"rolls/buns"
5868,"mayonnaise"
5869,"tropical fruit"
5872,"meat"
5873,"rolls/buns"
5874,"liquor"
5876,"salty snack"
5879,"sweet spreads"
5880,"curd"
5881,"cream cheese"
5883,"salty snack"
5888,"bottled water"
5889,"flower (seeds)"
5890,"root vegetables"
5891,"margarine"
5892,"onions"
5893,"sugar"
5894,"pastry"
5896,"whole milk"
5897,"white bread"
5898,"butter"
5901,"onions"
5902,"frozen dessert"
5904,"whole milk"
5907,"root vegetables"
5908,"candy"
5910,"brown bread"
5912,"canned beer"
5916,"tropical fruit"
5917,"bottled beer"
5918,"white bread"
5919,"chicken"
5920,"citrus fruit"
5921,"domestic eggs"
5922,"chocolate marshmallow"
5924,"cleaner"
5927,"tropical fruit"
5928,"dishes"
5929,"nut snack"
5931,"citrus fruit"
5932,"pastry"
5935,"soft cheese"
5936,"rolls/buns"
5938,"white wine"
5939,"rolls/buns"
5940,"shopping bags"
5942,"pip fruit"
5943,"yogurt"
5944,"rolls/buns"
5945,"liquor"
5946,"soda"
5948,"fruit/vegetable juice"
5951,"whole milk"
5953,"coffee"
5954,"coffee"
5955,"baking powder"
5956,"whole milk"
5957,"kitchen towels"
5958,"domestic eggs"
5959,"shopping bags"
5960,"butter milk"
5961,"root vegetables"
5963,"specialty bar"
5965,"tropical fruit"
5966,"yogurt"
5967,"coffee"
5968,"kitchen towels"
5969,"tropical fruit"
5970,"soft cheese"
5971,"dish cleaner"
5973,"specialty bar"
5974,"whole milk"
5975,"semi-finished bread"
5977,"shopping bags"
5979,"chicken"
5980,"dessert"
5981,"frozen meals"
5982,"specialty fat"
5984,"napkins"
5986,"whipped/sour cream"
5988,"dessert"
5990,"yogurt"
5992,"canned beer"
5993,"long life bakery product"
5995,"canned beer"
5996,"soda"
5997,"onions"
5998,"frozen fish"
5999,"bottled beer"
6000,"citrus fruit"
6002,"pork"
6003,"bottled water"
6005,"soda"
6006,"dessert"
6007,"dog food"
6011,"beef"
6012,"soda"
6013,"root vegetables"
6015,"red/blush wine"
6016,"citrus fruit"
6017,"dish cleaner"
6018,"brown bread"
6023,"hamburger meat"
6024,"beverages"
6025,"pasta"
6026,"fruit/vegetable juice"
6027,"newspapers"
6028,"tropical fruit"
6029,"pet care"
6031,"bottled beer"
6032,"curd"
6033,"domestic eggs"
6034,"yogurt"
6037,"beef"
6038,"root vegetables"
6039,"candles"
6041,"coffee"
6043,"beef"
6044,"yogurt"
6045,"coffee"
6046,"specialty bar"
6048,"chicken"
6049,"butter"
6050,"frozen vegetables"
6051,"seasonal products"
6052,"fruit/vegetable juice"
6053,"soda"
6054,"onions"
6057,"cream cheese"
6058,"ready soups"
6061,"frozen vegetables"
6062,"liquor (appetizer)"
6063,"candles"
6064,"tropical fruit"
6066,"hamburger meat"
6068,"yogurt"
6069,"rolls/buns"
6070,"yogurt"
6071,"whipped/sour cream"
6072,"cat food"
6074,"margarine"
6075,"hamburger meat"
6076,"sliced cheese"
6077,"brandy"
6078,"pip fruit"
6079,"newspapers"
6080,"canned beer"
6081,"chicken"
6082,"rolls/buns"
6083,"chicken"
6084,"whole milk"
6085,"pastry"
6086,"coffee"
6087,"pip fruit"
6090,"chicken"
6091,"brown bread"
6093,"pip fruit"
6094,"soups"
6096,"UHT-milk"
6097,"coffee"
6098,"potted plants"
6099,"tropical fruit"
6100,"seasonal products"
6101,"root vegetables"
6103,"rolls/buns"
6104,"root vegetables"
6105,"white wine"
6106,"tropical fruit"
6107,"rolls/buns"
6108,"misc. beverages"
6110,"tropical fruit"
6111,"whipped/sour cream"
6112,"soda"
6114,"soda"
6116,"whipped/sour cream"
6117,"root vegetables"
6118,"waffles"
6120,"whole milk"
6121,"bottled water"
6122,"citrus fruit"
